Time,Angle,Setpoint,Dc
16223,-0.33,0,0.00
16236,-0.33,0,0.00
16247,-0.33,0,0.00
16257,-0.33,0,0.00
16267,-0.33,0,0.00
16277,-0.33,0,0.00
16288,-0.33,0,0.00
16298,-0.33,0,0.00
16308,-0.33,0,0.00
16325,-0.33,0,0.00
16342,-0.33,0,0.00
16356,-0.33,0,0.00
16369,-0.33,0,0.00
16383,-0.33,0,0.00
16397,-0.33,0,0.00
16411,-0.33,0,0.00
16424,-0.33,0,0.00
16437,-0.33,0,0.00
16453,-0.33,0,0.00
16467,-0.33,0,0.00
16480,-0.33,0,0.00
16493,-0.33,0,0.00
16507,-0.33,0,0.00
16521,-0.33,0,0.00
16535,-0.33,0,0.00
16549,-0.33,0,0.00
16563,-0.33,0,0.00
16577,-0.33,0,0.00
16590,-0.33,0,0.00
16604,-0.33,0,0.00
16617,-0.33,0,0.00
16631,-0.33,0,0.00
16645,-0.33,0,0.00
16659,-0.33,0,0.00
16672,-0.33,0,0.00
16687,-0.33,0,0.00
16700,-0.32,0,0.00
16713,-0.32,0,0.00
16726,-0.33,0,0.00
16741,-0.32,0,0.00
16755,-0.32,0,0.00
16768,-0.32,0,0.00
16781,-0.32,0,0.00
16794,-0.32,0,0.00
16808,-0.32,0,0.00
16822,-0.32,0,0.00
16835,-0.32,0,0.00
16848,-0.32,0,0.00
16861,-0.32,0,0.00
16874,-0.32,0,0.00
16887,-0.32,0,0.00
16903,-0.32,0,0.00
16917,-0.32,0,0.00
16930,-0.32,0,0.00
16943,-0.32,0,0.00
16956,-0.32,0,0.00
16969,-0.32,0,0.00
16984,-0.32,0,0.00
16998,-0.32,0,0.00
17011,-0.32,0,0.00
17024,-0.32,0,0.00
17037,-0.32,0,0.00
17050,-0.32,0,0.00
17064,-0.32,0,0.00
17077,-0.32,0,0.00
17090,-0.32,0,0.00
17103,-0.32,0,0.00
17114,-0.32,0,0.00
17124,-0.32,0,0.00
17134,-0.32,0,0.00
17144,-0.32,0,0.00
17162,-0.32,0,0.00
17176,-0.32,0,0.00
17189,-0.32,0,0.00
17202,-0.32,0,0.00
17215,-0.32,0,0.00
17227,-0.32,0,0.00
17240,-0.32,0,0.00
17253,-0.32,0,0.00
17266,-0.32,0,0.00
17279,-0.32,0,0.00
17292,-0.32,0,0.00
17303,-0.32,0,0.00
17313,-0.32,0,0.00
17323,-0.32,0,0.00
17339,-0.32,0,0.00
17353,-0.32,0,0.00
17366,-0.32,0,0.00
17379,-0.32,0,0.00
17392,-0.32,0,0.00
