Time,Angle,Setpoint,Dc
4849,-1146.05,0,0.20
4862,-1147.74,0,0.20
4875,-1149.86,0,0.20
4888,-1151.56,0,0.20
4902,-1153.70,0,0.20
4917,-1155.83,0,0.20
4930,-1157.55,0,0.20
4944,-1159.71,0,0.20
4957,-1161.43,0,0.20
4970,-1163.17,0,0.20
4983,-1165.35,0,0.20
4996,-1167.09,0,0.20
5007,-1168.84,0,0.20
5017,-1170.16,0,0.20
5027,-1171.48,0,0.20
5037,-1173.25,0,0.20
5047,-1174.57,0,0.20
5057,-1175.90,0,0.20
5067,-1177.68,0,0.20
5077,-1179.02,0,0.20
5090,-1180.81,0,0.20
5104,-1183.06,0,0.20
5117,-1184.86,0,0.20
5130,-1187.12,0,0.20
5141,-1188.49,0,0.20
5151,-1190.31,0,0.20
5161,-1191.67,0,0.20
5171,-1193.04,0,0.20
5184,-1195.34,0,0.20
5200,-1197.63,0,0.20
5214,-1199.94,0,0.20
5228,-1201.80,0,0.20
5241,-1204.12,0,0.20
5255,-1205.99,0,0.20
5269,-1208.32,0,0.20
5282,-1210.21,0,0.20
5295,-1212.56,0,0.20
5311,-1214.93,0,0.20
5325,-1217.30,0,0.20
5339,-1219.20,0,0.20
5353,-1221.59,0,0.20
5370,-1224.46,0,0.20
5384,-1226.38,0,0.20
